x,y,T
0.506901,0.647848,352.926
0.507101,0.647923,352.924
0.507302,0.647998,352.923
0.507501,0.648072,352.922
0.507702,0.648147,352.921
0.507902,0.648222,352.92
0.508102,0.648297,352.919
0.508302,0.648372,352.917
0.508502,0.648447,352.916
0.508702,0.648521,352.915
0.508902,0.648597,352.914
0.509102,0.648672,352.913
0.509302,0.648747,352.912
0.509502,0.648822,352.91
0.509702,0.648897,352.909
0.509902,0.648972,352.908
0.510102,0.649047,352.907
0.510302,0.649123,352.906
0.510502,0.649198,352.905
0.510702,0.649274,352.903
0.510902,0.649349,352.902
0.511102,0.649424,352.901
0.511302,0.6495,352.9
0.511502,0.649575,352.899
0.511702,0.649651,352.898
0.511902,0.649727,352.896
0.512102,0.649802,352.895
0.512303,0.649878,352.894
0.512502,0.649954,352.893
0.512703,0.65003,352.892
0.512903,0.650105,352.891
0.513103,0.650181,352.89
0.513303,0.650257,352.888
0.513503,0.650333,352.887
0.513703,0.650409,352.886
0.513903,0.650485,352.885
0.514103,0.650562,352.884
0.514303,0.650638,352.883
0.514503,0.650714,352.881
0.514703,0.65079,352.88
0.514903,0.650866,352.879
0.515103,0.650943,352.878
0.515303,0.651019,352.877
0.515503,0.651096,352.876
0.515703,0.651172,352.874
0.515903,0.651249,352.873
0.516103,0.651325,352.872
0.516303,0.651402,352.871
0.516503,0.651478,352.87
0.516703,0.651555,352.869
0.516903,0.651632,352.868
0.517103,0.651708,352.866
0.517304,0.651785,352.865
0.517503,0.651862,352.864
0.517703,0.651939,352.863
0.517904,0.652016,352.862
0.518104,0.652093,352.861
0.518304,0.65217,352.859
0.518504,0.652247,352.858
0.518704,0.652324,352.857
0.518904,0.652401,352.856
0.519104,0.652478,352.855
0.519304,0.652556,352.854
0.519504,0.652633,352.853
0.519704,0.65271,352.851
0.519904,0.652788,352.85
0.520104,0.652865,352.849
0.520304,0.652942,352.848
0.520504,0.65302,352.847
0.520704,0.653097,352.846
0.520904,0.653175,352.844
0.521104,0.653253,352.843
0.521304,0.65333,352.842
0.521504,0.653408,352.841
0.521704,0.653486,352.84
0.521904,0.653564,352.839
0.522104,0.653642,352.838
0.522304,0.653719,352.836
0.522505,0.653797,352.835
0.522704,0.653875,352.834
0.522905,0.653953,352.833
0.523105,0.654031,352.832
0.523305,0.654109,352.831
0.523505,0.654188,352.83
0.523705,0.654266,352.828
0.523905,0.654344,352.827
0.524105,0.654422,352.826
0.524305,0.654501,352.825
0.524505,0.654579,352.824
0.524705,0.654658,352.823
0.524905,0.654736,352.822
0.525105,0.654815,352.82
0.525305,0.654893,352.819
0.525505,0.654972,352.818
0.525705,0.65505,352.817
0.525905,0.655129,352.816
0.526105,0.655208,352.815
0.526305,0.655287,352.814
0.526505,0.655366,352.812
0.526705,0.655444,352.811
0.526905,0.655523,352.81
0.527105,0.655602,352.809
0.527305,0.655681,352.808
0.527506,0.65576,352.807
0.527705,0.65584,352.806
0.527906,0.655919,352.804
0.528106,0.655998,352.803
0.528306,0.656077,352.802
0.528506,0.656156,352.801
0.528706,0.656236,352.8
0.528906,0.656315,352.799
0.529106,0.656394,352.798
0.529306,0.656474,352.796
0.529506,0.656554,352.795
0.529706,0.656633,352.794
0.529906,0.656713,352.793
0.530106,0.656792,352.792
0.530306,0.656872,352.791
0.530506,0.656952,352.79
0.530706,0.657032,352.789
0.530906,0.657112,352.787
0.531106,0.657191,352.786
0.531306,0.657271,352.785
0.531506,0.657351,352.784
0.531706,0.657431,352.783
0.531906,0.657511,352.782
0.532106,0.657592,352.781
0.532306,0.657672,352.779
0.532507,0.657752,352.778
0.532706,0.657832,352.777
0.532907,0.657912,352.776
0.533107,0.657993,352.775
0.533307,0.658073,352.774
0.533507,0.658154,352.773
0.533707,0.658234,352.772
0.533907,0.658315,352.77
0.534107,0.658395,352.769
0.534307,0.658476,352.768
0.534507,0.658557,352.767
0.534707,0.658637,352.766
0.534907,0.658718,352.765
0.535107,0.658799,352.764
0.535307,0.65888,352.763
0.535507,0.658961,352.761
0.535707,0.659042,352.76
0.535907,0.659123,352.759
0.536107,0.659204,352.758
0.536307,0.659285,352.757
0.536507,0.659366,352.756
0.536707,0.659447,352.755
0.536907,0.659528,352.754
0.537107,0.659609,352.752
0.537308,0.659691,352.751
0.537507,0.659772,352.75
0.537708,0.659854,352.749
0.537908,0.659935,352.748
0.538108,0.660017,352.747
0.538308,0.660098,352.746
0.538508,0.66018,352.745
0.538708,0.660262,352.743
0.538908,0.660343,352.742
0.539108,0.660425,352.741
0.539308,0.660507,352.74
0.539508,0.660589,352.739
0.539708,0.660671,352.738
0.539908,0.660752,352.737
0.540108,0.660834,352.736
0.540308,0.660917,352.734
0.540508,0.660999,352.733
0.540708,0.661081,352.732
0.540908,0.661163,352.731
0.541108,0.661245,352.73
0.541308,0.661327,352.729
0.541508,0.66141,352.728
0.541708,0.661492,352.727
0.541908,0.661575,352.725
0.542108,0.661657,352.724
0.542309,0.66174,352.723
0.542508,0.661822,352.722
0.542709,0.661905,352.721
0.542909,0.661987,352.72
0.543109,0.66207,352.719
0.543309,0.662153,352.718
0.543509,0.662236,352.717
0.543709,0.662319,352.715
0.543909,0.662401,352.714
0.544109,0.662485,352.713
0.544309,0.662567,352.712
0.544509,0.662651,352.711
0.544709,0.662734,352.71
0.544909,0.662817,352.709
0.545109,0.6629,352.708
0.545309,0.662983,352.707
0.545509,0.663067,352.705
0.545709,0.66315,352.704
0.545909,0.663233,352.703
0.546109,0.663317,352.702
0.546309,0.6634,352.701
0.546509,0.663484,352.7
0.546709,0.663567,352.699
0.546909,0.663651,352.698
0.547109,0.663735,352.697
0.54731,0.663818,352.695
0.547509,0.663902,352.694
0.54771,0.663986,352.693
0.54791,0.66407,352.692
0.54811,0.664154,352.691
0.54831,0.664238,352.69
0.54851,0.664322,352.689
0.54871,0.664406,352.688
0.54891,0.66449,352.687
0.54911,0.664574,352.685
0.54931,0.664658,352.684
0.54951,0.664743,352.683
0.54971,0.664827,352.682
0.54991,0.664912,352.681
0.55011,0.664996,352.68
0.55031,0.66508,352.679
0.55051,0.665165,352.678
0.55071,0.66525,352.677
0.55091,0.665334,352.676
0.55111,0.665419,352.674
0.55131,0.665504,352.673
0.55151,0.665588,352.672
0.55171,0.665673,352.671
0.55191,0.665758,352.67
0.55211,0.665843,352.669
0.552311,0.665928,352.668
0.55251,0.666013,352.667
0.55271,0.666098,352.666
0.552911,0.666183,352.665
0.553111,0.666268,352.663
0.553311,0.666353,352.662
0.553511,0.666439,352.661
0.553711,0.666524,352.66
0.553911,0.666609,352.659
0.554111,0.666695,352.658
0.554311,0.66678,352.657
0.554511,0.666866,352.656
0.554711,0.666951,352.655
0.554911,0.667037,352.654
0.555111,0.667123,352.652
0.555311,0.667208,352.651
0.555511,0.667294,352.65
0.555711,0.66738,352.649
0.555911,0.667466,352.648
0.556111,0.667552,352.647
0.556311,0.667638,352.646
0.556511,0.667724,352.645
0.556711,0.66781,352.644
0.556911,0.667896,352.643
0.557111,0.667982,352.642
0.557311,0.668068,352.64
0.557512,0.668155,352.639
0.557711,0.668241,352.638
0.557912,0.668327,352.637
0.558112,0.668414,352.636
0.558312,0.6685,352.635
0.558512,0.668587,352.634
0.558712,0.668673,352.633
0.558912,0.66876,352.632
0.559112,0.668847,352.631
0.559312,0.668933,352.63
0.559512,0.66902,352.628
0.559712,0.669107,352.627
0.559912,0.669194,352.626
0.560112,0.669281,352.625
0.560312,0.669368,352.624
0.560512,0.669455,352.623
0.560712,0.669542,352.622
0.560912,0.669629,352.621
0.561112,0.669716,352.62
0.561312,0.669804,352.619
0.561512,0.669891,352.618
0.561712,0.669978,352.617
0.561912,0.670066,352.615
0.562112,0.670153,352.614
0.562312,0.670241,352.613
0.562513,0.670328,352.612
0.562712,0.670416,352.611
0.562913,0.670503,352.61
0.563113,0.670591,352.609
0.563313,0.670679,352.608
0.563513,0.670767,352.607
0.563713,0.670855,352.606
0.563913,0.670942,352.605
0.564113,0.67103,352.604
0.564313,0.671118,352.602
0.564513,0.671206,352.601
0.564713,0.671295,352.6
0.564913,0.671383,352.599
0.565113,0.671471,352.598
0.565313,0.671559,352.597
0.565513,0.671648,352.596
0.565713,0.671736,352.595
0.565913,0.671824,352.594
0.566113,0.671913,352.593
0.566313,0.672001,352.592
0.566513,0.67209,352.591
0.566713,0.672179,352.59
0.566913,0.672267,352.588
0.567113,0.672356,352.587
0.567313,0.672445,352.586
0.567514,0.672534,352.585
0.567713,0.672623,352.584
0.567914,0.672712,352.583
0.568114,0.672801,352.582
0.568314,0.67289,352.581
0.568514,0.672979,352.58
0.568714,0.673068,352.579
0.568914,0.673157,352.578
0.569114,0.673247,352.577
0.569314,0.673336,352.576
0.569514,0.673425,352.574
0.569714,0.673515,352.573
0.569914,0.673604,352.572
0.570114,0.673694,352.571
0.570314,0.673783,352.57
0.570514,0.673873,352.569
0.570714,0.673962,352.568
0.570914,0.674052,352.567
0.571114,0.674142,352.566
0.571314,0.674232,352.565
0.571514,0.674322,352.564
0.571714,0.674412,352.563
0.571914,0.674502,352.562
0.572114,0.674592,352.561
0.572315,0.674682,352.56
0.572514,0.674772,352.558
0.572715,0.674862,352.557
0.572915,0.674953,352.556
0.573115,0.675043,352.555
0.573315,0.675133,352.554
0.573515,0.675224,352.553
0.573715,0.675314,352.552
0.573915,0.675405,352.551
0.574115,0.675495,352.55
0.574315,0.675586,352.549
0.574515,0.675677,352.548
0.574715,0.675767,352.547
0.574915,0.675858,352.546
0.575115,0.675949,352.545
0.575315,0.67604,352.544
0.575515,0.676131,352.543
0.575715,0.676222,352.541
0.575915,0.676313,352.54
0.576115,0.676404,352.539
0.576315,0.676495,352.538
0.576515,0.676587,352.537
0.576715,0.676678,352.536
0.576915,0.676769,352.535
0.577115,0.676861,352.534
0.577316,0.676952,352.533
0.577515,0.677044,352.532
0.577716,0.677135,352.531
0.577916,0.677227,352.53
0.578116,0.677318,352.529
0.578316,0.67741,352.528
0.578516,0.677502,352.527
0.578716,0.677594,352.526
0.578916,0.677686,352.525
0.579116,0.677778,352.524
0.579316,0.677869,352.522
0.579516,0.677962,352.521
0.579716,0.678054,352.52
0.579916,0.678146,352.519
0.580116,0.678238,352.518
0.580316,0.67833,352.517
0.580516,0.678423,352.516
0.580716,0.678515,352.515
0.580916,0.678607,352.514
0.581116,0.6787,352.513
0.581316,0.678792,352.512
0.581516,0.678885,352.511
0.581716,0.678978,352.51
0.581916,0.67907,352.509
0.582116,0.679163,352.508
0.582317,0.679256,352.507
0.582516,0.679349,352.506
0.582717,0.679442,352.505
0.582917,0.679534,352.504
0.583117,0.679628,352.503
0.583317,0.679721,352.502
0.583517,0.679814,352.5
0.583717,0.679907,352.499
0.583917,0.68,352.498
0.584117,0.680094,352.497
0.584317,0.680187,352.496
0.584517,0.68028,352.495
0.584717,0.680374,352.494
0.584917,0.680467,352.493
0.585117,0.680561,352.492
0.585317,0.680654,352.491
0.585517,0.680748,352.49
0.585717,0.680842,352.489
0.585917,0.680936,352.488
0.586117,0.681029,352.487
0.586317,0.681123,352.486
0.586517,0.681217,352.485
0.586717,0.681311,352.484
0.586917,0.681405,352.483
0.587117,0.681499,352.482
0.587318,0.681594,352.481
0.587517,0.681688,352.48
0.587717,0.681782,352.479
0.587918,0.681876,352.478
0.588118,0.681971,352.477
0.588318,0.682065,352.476
0.588518,0.68216,352.474
0.588718,0.682254,352.473
0.588918,0.682349,352.472
0.589118,0.682444,352.471
0.589318,0.682538,352.47
0.589518,0.682633,352.469
0.589718,0.682728,352.468
0.589918,0.682823,352.467
0.590118,0.682918,352.466
0.590318,0.683013,352.465
0.590518,0.683108,352.464
0.590718,0.683203,352.463
0.590918,0.683298,352.462
0.591118,0.683393,352.461
0.591318,0.683489,352.46
0.591518,0.683584,352.459
0.591718,0.683679,352.458
0.591918,0.683775,352.457
0.592118,0.68387,352.456
0.592318,0.683966,352.455
0.592519,0.684062,352.454
0.592718,0.684157,352.453
0.592919,0.684253,352.452
0.593119,0.684349,352.451
0.593319,0.684444,352.45
0.593519,0.68454,352.449
0.593719,0.684636,352.448
0.593919,0.684732,352.447
0.594119,0.684829,352.446
0.594319,0.684925,352.445
0.594519,0.685021,352.444
0.594719,0.685117,352.443
0.594919,0.685213,352.442
0.595119,0.68531,352.441
0.595319,0.685406,352.44
0.595519,0.685503,352.439
0.595719,0.685599,352.438
0.595919,0.685696,352.436
0.596119,0.685792,352.435
0.596319,0.685889,352.434
0.596519,0.685986,352.433
0.596719,0.686082,352.432
0.596919,0.686179,352.431
0.597119,0.686276,352.43
0.597319,0.686373,352.429
0.59752,0.68647,352.428
0.597719,0.686567,352.427
0.59792,0.686664,352.426
0.59812,0.686761,352.425
0.59832,0.686859,352.424
0.59852,0.686956,352.423
0.59872,0.687054,352.422
0.59892,0.687151,352.421
0.59912,0.687248,352.42
0.59932,0.687346,352.419
0.59952,0.687443,352.418
0.59972,0.687541,352.417
0.59992,0.687639,352.416
0.60012,0.687737,352.415
0.60032,0.687834,352.414
0.60052,0.687932,352.413
0.60072,0.68803,352.412
0.60092,0.688128,352.411
0.60112,0.688226,352.41
0.60132,0.688324,352.409
0.60152,0.688423,352.408
0.60172,0.688521,352.407
0.60192,0.688619,352.406
0.60212,0.688717,352.405
0.60232,0.688816,352.404
0.602521,0.688914,352.403
0.60272,0.689013,352.402
0.602921,0.689111,352.401
0.603121,0.68921,352.4
0.603321,0.689309,352.399
0.603521,0.689407,352.398
0.603721,0.689506,352.397
0.603921,0.689605,352.396
0.604121,0.689704,352.395
0.604321,0.689803,352.394
0.604521,0.689902,352.393
0.604721,0.690001,352.392
0.604921,0.6901,352.391
0.605121,0.690199,352.39
0.605321,0.690298,352.389
0.605521,0.690398,352.388
0.605721,0.690497,352.387
0.605921,0.690597,352.386
0.606121,0.690696,352.385
0.606321,0.690795,352.384
0.606521,0.690895,352.383
0.606721,0.690995,352.382
0.606921,0.691094,352.381
0.607121,0.691194,352.38
0.607322,0.691294,352.379
0.607521,0.691394,352.378
0.607722,0.691494,352.377
0.607922,0.691594,352.376
0.608122,0.691694,352.375
0.608322,0.691794,352.374
0.608522,0.691894,352.373
0.608722,0.691994,352.372
0.608922,0.692095,352.371
0.609122,0.692195,352.37
0.609322,0.692295,352.369
0.609522,0.692396,352.368
0.609722,0.692496,352.367
0.609922,0.692597,352.366
0.610122,0.692698,352.365
0.610322,0.692798,352.364
0.610522,0.692899,352.363
0.610722,0.693,352.362
0.610922,0.693101,352.361
0.611122,0.693202,352.36
0.611322,0.693303,352.359
0.611522,0.693404,352.358
0.611722,0.693505,352.357
0.611922,0.693606,352.356
0.612122,0.693707,352.355
0.612323,0.693808,352.354
0.612522,0.69391,352.353
0.612723,0.694011,352.352
0.612923,0.694113,352.351
0.613123,0.694214,352.35
0.613323,0.694316,352.349
0.613523,0.694417,352.348
0.613723,0.694519,352.347
0.613923,0.694621,352.346
0.614123,0.694723,352.345
0.614323,0.694825,352.344
0.614523,0.694926,352.344
0.614723,0.695028,352.343
0.614923,0.695131,352.342
0.615123,0.695233,352.341
0.615323,0.695335,352.34
0.615523,0.695437,352.339
0.615723,0.695539,352.338
0.615923,0.695642,352.337
0.616123,0.695744,352.336
0.616323,0.695846,352.335
0.616523,0.695949,352.334
0.616723,0.696051,352.333
0.616923,0.696154,352.332
0.617123,0.696257,352.331
0.617324,0.69636,352.33
0.617523,0.696462,352.329
0.617724,0.696565,352.328
0.617924,0.696668,352.327
0.618124,0.696771,352.326
0.618324,0.696874,352.325
0.618524,0.696977,352.324
0.618724,0.69708,352.323
0.618924,0.697184,352.322
0.619124,0.697287,352.321
0.619324,0.69739,352.32
0.619524,0.697494,352.319
0.619724,0.697597,352.318
0.619924,0.697701,352.317
0.620124,0.697804,352.316
0.620324,0.697908,352.315
0.620524,0.698012,352.314
0.620724,0.698115,352.313
0.620924,0.698219,352.312
0.621124,0.698323,352.311
0.621324,0.698427,352.31
0.621524,0.698531,352.31
0.621724,0.698635,352.309
0.621924,0.698739,352.308
0.622124,0.698843,352.307
0.622325,0.698947,352.306
0.622524,0.699052,352.305
0.622724,0.699156,352.304
0.622925,0.69926,352.303
0.623125,0.699365,352.302
0.623325,0.69947,352.301
0.623525,0.699574,352.3
0.623725,0.699679,352.299
0.623925,0.699783,352.298
0.624125,0.699888,352.297
0.624325,0.699993,352.296
0.624525,0.700098,352.295
0.624725,0.700203,352.294
0.624925,0.700308,352.293
0.625125,0.700413,352.292
0.625325,0.700518,352.291
0.625525,0.700623,352.29
0.625725,0.700728,352.289
0.625925,0.700834,352.288
0.626125,0.700939,352.287
0.626325,0.701045,352.287
0.626525,0.70115,352.286
0.626725,0.701256,352.285
0.626925,0.701361,352.284
0.627125,0.701467,352.283
0.627325,0.701573,352.282
0.627526,0.701678,352.281
0.627725,0.701784,352.28
0.627926,0.70189,352.279
0.628126,0.701996,352.278
0.628326,0.702102,352.277
0.628526,0.702208,352.276
0.628726,0.702314,352.275
0.628926,0.702421,352.274
0.629126,0.702527,352.273
0.629326,0.702633,352.272
0.629526,0.70274,352.271
0.629726,0.702846,352.27
0.629926,0.702953,352.269
0.630126,0.703059,352.269
0.630326,0.703166,352.268
0.630526,0.703272,352.267
0.630726,0.703379,352.266
0.630926,0.703486,352.265
0.631126,0.703593,352.264
0.631326,0.7037,352.263
0.631526,0.703807,352.262
0.631726,0.703914,352.261
0.631926,0.704021,352.26
0.632126,0.704128,352.259
0.632326,0.704235,352.258
0.632527,0.704343,352.257
0.632726,0.70445,352.256
0.632927,0.704557,352.255
0.633127,0.704665,352.254
0.633327,0.704772,352.253
0.633527,0.70488,352.253
0.633727,0.704988,352.252
0.633927,0.705096,352.251
0.634127,0.705203,352.25
0.634327,0.705311,352.249
0.634527,0.705419,352.248
0.634727,0.705527,352.247
0.634927,0.705635,352.246
0.635127,0.705743,352.245
0.635327,0.705851,352.244
0.635527,0.705959,352.243
0.635727,0.706068,352.242
0.635927,0.706176,352.241
0.636127,0.706284,352.24
0.636327,0.706393,352.24
0.636527,0.706501,352.239
0.636727,0.70661,352.238
0.636927,0.706719,352.237
0.637127,0.706827,352.236
0.637327,0.706936,352.235
0.637528,0.707045,352.234
0.637727,0.707154,352.233
0.637928,0.707263,352.232
0.638128,0.707372,352.231
0.638328,0.707481,352.23
0.638528,0.70759,352.229
0.638728,0.707699,352.228
0.638928,0.707808,352.227
0.639128,0.707918,352.227
0.639328,0.708027,352.226
0.639528,0.708136,352.225
0.639728,0.708246,352.224
0.639928,0.708355,352.223
0.640128,0.708465,352.222
0.640328,0.708575,352.221
0.640528,0.708685,352.22
0.640728,0.708794,352.219
0.640928,0.708904,352.218
0.641128,0.709014,352.217
0.641328,0.709124,352.216
0.641528,0.709234,352.216
0.641728,0.709344,352.215
0.641928,0.709454,352.214
0.642128,0.709565,352.213
0.642329,0.709675,352.212
0.642528,0.709785,352.211
0.642729,0.709896,352.21
0.642929,0.710006,352.209
0.643129,0.710117,352.208
0.643329,0.710227,352.207
0.643529,0.710338,352.206
0.643729,0.710449,352.205
0.643929,0.71056,352.205
0.644129,0.71067,352.204
0.644329,0.710781,352.203
0.644529,0.710892,352.202
0.644729,0.711003,352.201
0.644929,0.711115,352.2
0.645129,0.711226,352.199
0.645329,0.711337,352.198
0.645529,0.711448,352.197
0.645729,0.711559,352.196
0.645929,0.711671,352.196
0.646129,0.711782,352.195
0.646329,0.711894,352.194
0.646529,0.712005,352.193
0.646729,0.712117,352.192
0.646929,0.712229,352.191
0.647129,0.712341,352.19
0.64733,0.712452,352.189
0.647529,0.712564,352.188
0.64773,0.712676,352.187
0.64793,0.712788,352.187
0.64813,0.712901,352.186
0.64833,0.713013,352.185
0.64853,0.713125,352.184
0.64873,0.713237,352.183
0.64893,0.713349,352.182
0.64913,0.713462,352.181
0.64933,0.713574,352.18
0.64953,0.713687,352.179
0.64973,0.713799,352.178
0.64993,0.713912,352.178
0.65013,0.714025,352.177
0.65033,0.714138,352.176
0.65053,0.71425,352.175
0.65073,0.714363,352.174
0.65093,0.714476,352.173
0.65113,0.714589,352.172
0.65133,0.714702,352.171
0.65153,0.714815,352.17
0.65173,0.714929,352.17
0.65193,0.715042,352.169
0.65213,0.715155,352.168
0.652331,0.715269,352.167
0.65253,0.715382,352.166
0.652731,0.715496,352.165
0.652931,0.715609,352.164
0.653131,0.715723,352.163
0.653331,0.715837,352.162
0.653531,0.71595,352.162
0.653731,0.716064,352.161
0.653931,0.716178,352.16
0.654131,0.716292,352.159
0.654331,0.716406,352.158
0.654531,0.71652,352.157
0.654731,0.716635,352.156
0.654931,0.716749,352.155
0.655131,0.716863,352.154
0.655331,0.716977,352.154
0.655531,0.717092,352.153
0.655731,0.717206,352.152
0.655931,0.717321,352.151
0.656131,0.717435,352.15
0.656331,0.71755,352.149
0.656531,0.717665,352.148
0.656731,0.717779,352.147
0.656931,0.717894,352.147
0.657131,0.718009,352.146
0.657332,0.718124,352.145
0.657531,0.718239,352.144
0.657731,0.718354,352.143
0.657932,0.718469,352.142
0.658132,0.718585,352.141
0.658332,0.7187,352.14
0.658532,0.718815,352.14
0.658732,0.718931,352.139
0.658932,0.719046,352.138
0.659132,0.719162,352.137
0.659332,0.719277,352.136
0.659532,0.719393,352.135
0.659732,0.719509,352.134
0.659932,0.719625,352.133
0.660132,0.71974,352.133
0.660332,0.719856,352.132
0.660532,0.719972,352.131
0.660732,0.720088,352.13
0.660932,0.720204,352.129
0.661132,0.720321,352.128
0.661332,0.720437,352.127
0.661532,0.720553,352.127
0.661732,0.720669,352.126
0.661932,0.720786,352.125
0.662132,0.720902,352.124
0.662332,0.721019,352.123
0.662533,0.721135,352.122
0.662732,0.721252,352.121
0.662933,0.721369,352.121
0.663133,0.721486,352.12
0.663333,0.721603,352.119
0.663533,0.72172,352.118
0.663733,0.721837,352.117
0.663933,0.721954,352.116
0.664133,0.722071,352.115
0.664333,0.722188,352.115
0.664533,0.722305,352.114
0.664733,0.722422,352.113
0.664933,0.72254,352.112
0.665133,0.722657,352.111
0.665333,0.722775,352.11
0.665533,0.722892,352.109
0.665733,0.72301,352.109
0.665933,0.723128,352.108
0.666133,0.723245,352.107
0.666333,0.723363,352.106
0.666533,0.723481,352.105
0.666733,0.723599,352.104
0.666933,0.723717,352.103
0.667133,0.723835,352.103
0.667333,0.723953,352.102
0.667534,0.724071,352.101
0.667733,0.72419,352.1
0.667934,0.724308,352.099
0.668134,0.724426,352.098
0.668334,0.724545,352.098
0.668534,0.724663,352.097
0.668734,0.724782,352.096
0.668934,0.724901,352.095
0.669134,0.725019,352.094
0.669334,0.725138,352.093
0.669534,0.725257,352.092
0.669734,0.725376,352.092
0.669934,0.725495,352.091
0.670134,0.725614,352.09
0.670334,0.725733,352.089
0.670534,0.725852,352.088
0.670734,0.725971,352.087
0.670934,0.726091,352.087
0.671134,0.72621,352.086
0.671334,0.726329,352.085
0.671534,0.726449,352.084
0.671734,0.726568,352.083
0.671934,0.726688,352.082
0.672134,0.726808,352.082
0.672334,0.726927,352.081
0.672535,0.727047,352.08
0.672734,0.727167,352.079
0.672935,0.727287,352.078
0.673135,0.727407,352.077
0.673335,0.727527,352.077
0.673535,0.727647,352.076
0.673735,0.727767,352.075
0.673935,0.727888,352.074
0.674135,0.728008,352.073
0.674335,0.728128,352.072
0.674535,0.728249,352.072
0.674735,0.728369,352.071
0.674935,0.72849,352.07
0.675135,0.72861,352.069
0.675335,0.728731,352.068
0.675535,0.728852,352.067
0.675735,0.728973,352.067
0.675935,0.729093,352.066
0.676135,0.729214,352.065
0.676335,0.729335,352.064
0.676535,0.729457,352.063
0.676735,0.729578,352.062
0.676935,0.729699,352.062
0.677135,0.72982,352.061
0.677336,0.729942,352.06
0.677535,0.730063,352.059
0.677736,0.730184,352.058
0.677936,0.730306,352.058
0.678136,0.730428,352.057
0.678336,0.730549,352.056
0.678536,0.730671,352.055
0.678736,0.730793,352.054
0.678936,0.730915,352.053
0.679136,0.731036,352.053
0.679336,0.731158,352.052
0.679536,0.731281,352.051
0.679736,0.731403,352.05
0.679936,0.731525,352.049
0.680136,0.731647,352.049
0.680336,0.731769,352.048
0.680536,0.731892,352.047
0.680736,0.732014,352.046
0.680936,0.732137,352.045
0.681136,0.732259,352.045
0.681336,0.732382,352.044
0.681536,0.732505,352.043
0.681736,0.732627,352.042
0.681936,0.73275,352.041
0.682136,0.732873,352.041
0.682337,0.732996,352.04
0.682536,0.733119,352.039
0.682737,0.733242,352.038
0.682937,0.733365,352.037
0.683137,0.733488,352.036
0.683337,0.733612,352.036
0.683537,0.733735,352.035
0.683737,0.733858,352.034
0.683937,0.733982,352.033
0.684137,0.734105,352.032
0.684337,0.734229,352.032
0.684537,0.734353,352.031
0.684737,0.734476,352.03
0.684937,0.7346,352.029
0.685137,0.734724,352.028
0.685337,0.734848,352.028
0.685537,0.734972,352.027
0.685737,0.735096,352.026
0.685937,0.73522,352.025
0.686137,0.735344,352.024
0.686337,0.735469,352.024
0.686537,0.735593,352.023
0.686737,0.735717,352.022
0.686937,0.735842,352.021
0.687137,0.735966,352.021
0.687338,0.736091,352.02
0.687537,0.736215,352.019
0.687738,0.73634,352.018
0.687938,0.736465,352.017
0.688138,0.73659,352.017
0.688338,0.736715,352.016
0.688538,0.736839,352.015
0.688738,0.736965,352.014
0.688938,0.73709,352.013
0.689138,0.737215,352.013
0.689338,0.73734,352.012
0.689538,0.737465,352.011
0.689738,0.737591,352.01
0.689938,0.737716,352.009
0.690138,0.737842,352.009
0.690338,0.737967,352.008
0.690538,0.738093,352.007
0.690738,0.738218,352.006
0.690938,0.738344,352.006
0.691138,0.73847,352.005
0.691338,0.738596,352.004
0.691538,0.738722,352.003
0.691738,0.738848,352.002
0.691938,0.738974,352.002
0.692138,0.7391,352.001
0.692339,0.739226,352
0.692538,0.739352,351.999
0.692738,0.739479,351.999
0.692939,0.739605,351.998
0.693139,0.739731,351.997
0.693339,0.739858,351.996
0.693539,0.739985,351.995
0.693739,0.740111,351.995
0.693939,0.740238,351.994
0.694139,0.740365,351.993
0.694339,0.740492,351.992
0.694539,0.740619,351.992
0.694739,0.740745,351.991
0.694939,0.740873,351.99
0.695139,0.741,351.989
0.695339,0.741127,351.989
0.695539,0.741254,351.988
0.695739,0.741381,351.987
0.695939,0.741509,351.986
0.696139,0.741636,351.985
0.696339,0.741764,351.985
0.696539,0.741891,351.984
0.696739,0.742019,351.983
0.696939,0.742147,351.982
0.697139,0.742274,351.982
0.697339,0.742402,351.981
0.69754,0.74253,351.98
0.697739,0.742658,351.979
0.69794,0.742786,351.979
0.69814,0.742914,351.978
0.69834,0.743042,351.977
0.69854,0.74317,351.976
0.69874,0.743299,351.976
0.69894,0.743427,351.975
0.69914,0.743555,351.974
0.69934,0.743684,351.973
0.69954,0.743813,351.972
0.69974,0.743941,351.972
0.69994,0.74407,351.971
0.70014,0.744199,351.97
0.70034,0.744327,351.969
0.70054,0.744456,351.969
0.70074,0.744585,351.968
0.70094,0.744714,351.967
0.70114,0.744843,351.966
0.70134,0.744972,351.966
0.70154,0.745102,351.965
0.70174,0.745231,351.964
0.70194,0.74536,351.963
0.70214,0.74549,351.963
0.70234,0.745619,351.962
0.702541,0.745749,351.961
0.70274,0.745878,351.96
0.702941,0.746008,351.96
0.703141,0.746137,351.959
0.703341,0.746267,351.958
0.703541,0.746397,351.957
0.703741,0.746527,351.957
0.703941,0.746657,351.956
0.704141,0.746787,351.955
0.704341,0.746917,351.955
0.704541,0.747047,351.954
0.704741,0.747178,351.953
0.704941,0.747308,351.952
0.705141,0.747438,351.952
0.705341,0.747569,351.951
0.705541,0.747699,351.95
0.705741,0.74783,351.949
0.705941,0.747961,351.949
0.706141,0.748091,351.948
0.706341,0.748222,351.947
0.706541,0.748353,351.946
