x,y,T
0.706741,0.748484,351.946
0.706941,0.748615,351.945
0.707141,0.748746,351.944
0.707341,0.748877,351.943
0.707542,0.749008,351.943
0.707741,0.749139,351.942
0.707942,0.74927,351.941
0.708142,0.749402,351.941
0.708342,0.749533,351.94
0.708542,0.749665,351.939
0.708742,0.749796,351.938
0.708942,0.749928,351.938
0.709142,0.75006,351.937
0.709342,0.750191,351.936
0.709542,0.750323,351.935
0.709742,0.750455,351.935
0.709942,0.750587,351.934
0.710142,0.750719,351.933
0.710342,0.750851,351.933
0.710542,0.750983,351.932
0.710742,0.751116,351.931
0.710942,0.751248,351.93
0.711142,0.75138,351.93
0.711342,0.751513,351.929
0.711542,0.751645,351.928
0.711742,0.751778,351.927
0.711942,0.75191,351.927
0.712142,0.752043,351.926
0.712343,0.752176,351.925
0.712542,0.752308,351.925
0.712743,0.752441,351.924
0.712943,0.752574,351.923
0.713143,0.752707,351.922
0.713343,0.75284,351.922
0.713543,0.752973,351.921
0.713743,0.753107,351.92
0.713943,0.75324,351.92
0.714143,0.753373,351.919
0.714343,0.753507,351.918
0.714543,0.75364,351.917
0.714743,0.753774,351.917
0.714943,0.753907,351.916
0.715143,0.754041,351.915
0.715343,0.754175,351.915
0.715543,0.754308,351.914
0.715743,0.754442,351.913
0.715943,0.754576,351.912
0.716143,0.75471,351.912
0.716343,0.754844,351.911
0.716543,0.754978,351.91
0.716743,0.755113,351.91
0.716943,0.755247,351.909
0.717143,0.755381,351.908
0.717344,0.755515,351.908
0.717543,0.75565,351.907
0.717744,0.755784,351.906
0.717944,0.755919,351.905
0.718144,0.756054,351.905
0.718344,0.756188,351.904
0.718544,0.756323,351.903
0.718744,0.756458,351.903
0.718944,0.756593,351.902
0.719144,0.756728,351.901
0.719344,0.756863,351.901
0.719544,0.756998,351.9
0.719744,0.757133,351.899
0.719944,0.757268,351.898
0.720144,0.757404,351.898
0.720344,0.757539,351.897
0.720544,0.757675,351.896
0.720744,0.75781,351.896
0.720944,0.757946,351.895
0.721144,0.758081,351.894
0.721344,0.758217,351.894
0.721544,0.758353,351.893
0.721744,0.758488,351.892
0.721944,0.758624,351.891
0.722144,0.75876,351.891
0.722345,0.758896,351.89
0.722544,0.759032,351.889
0.722745,0.759169,351.889
0.722945,0.759305,351.888
0.723145,0.759441,351.887
0.723345,0.759578,351.887
0.723545,0.759714,351.886
0.723745,0.75985,351.885
0.723945,0.759987,351.885
0.724145,0.760124,351.884
0.724345,0.76026,351.883
0.724545,0.760397,351.883
0.724745,0.760534,351.882
0.724945,0.760671,351.881
0.725145,0.760808,351.881
0.725345,0.760945,351.88
0.725545,0.761082,351.879
0.725745,0.761219,351.878
0.725945,0.761356,351.878
0.726145,0.761493,351.877
0.726345,0.761631,351.876
0.726545,0.761768,351.876
0.726745,0.761906,351.875
0.726945,0.762043,351.874
0.727145,0.762181,351.874
0.727346,0.762318,351.873
0.727545,0.762456,351.872
0.727745,0.762594,351.872
0.727946,0.762732,351.871
0.728146,0.76287,351.87
0.728346,0.763008,351.87
0.728546,0.763146,351.869
0.728746,0.763284,351.868
0.728946,0.763422,351.868
0.729146,0.76356,351.867
0.729346,0.763699,351.866
0.729546,0.763837,351.866
0.729746,0.763976,351.865
0.729946,0.764114,351.864
0.730146,0.764253,351.864
0.730346,0.764391,351.863
0.730546,0.76453,351.862
0.730746,0.764669,351.862
0.730946,0.764808,351.861
0.731146,0.764947,351.86
0.731346,0.765086,351.86
0.731546,0.765225,351.859
0.731746,0.765364,351.858
0.731946,0.765503,351.858
0.732146,0.765642,351.857
0.732346,0.765782,351.856
0.732547,0.765921,351.856
0.732746,0.76606,351.855
0.732947,0.7662,351.854
0.733147,0.76634,351.854
0.733347,0.766479,351.853
0.733547,0.766619,351.853
0.733747,0.766759,351.852
0.733947,0.766899,351.851
0.734147,0.767039,351.851
0.734347,0.767178,351.85
0.734547,0.767318,351.849
0.734747,0.767459,351.849
0.734947,0.767599,351.848
0.735147,0.767739,351.847
0.735347,0.767879,351.847
0.735547,0.76802,351.846
0.735747,0.76816,351.845
0.735947,0.768301,351.845
0.736147,0.768441,351.844
0.736347,0.768582,351.843
0.736547,0.768722,351.843
0.736747,0.768863,351.842
0.736947,0.769004,351.841
0.737147,0.769145,351.841
0.737347,0.769286,351.84
0.737548,0.769427,351.84
0.737747,0.769568,351.839
0.737948,0.769709,351.838
0.738148,0.76985,351.838
0.738348,0.769992,351.837
0.738548,0.770133,351.836
0.738748,0.770275,351.836
0.738948,0.770416,351.835
0.739148,0.770558,351.834
0.739348,0.770699,351.834
0.739548,0.770841,351.833
0.739748,0.770983,351.833
0.739948,0.771124,351.832
0.740148,0.771266,351.831
0.740348,0.771408,351.831
0.740548,0.77155,351.83
0.740748,0.771692,351.829
0.740948,0.771834,351.829
0.741148,0.771977,351.828
0.741348,0.772119,351.827
0.741548,0.772261,351.827
0.741748,0.772404,351.826
0.741948,0.772546,351.826
0.742148,0.772689,351.825
0.742348,0.772831,351.824
0.742549,0.772974,351.824
0.742748,0.773117,351.823
0.742949,0.77326,351.822
0.743149,0.773402,351.822
0.743349,0.773545,351.821
0.743549,0.773688,351.821
0.743749,0.773831,351.82
0.743949,0.773974,351.819
0.744149,0.774118,351.819
0.744349,0.774261,351.818
0.744549,0.774404,351.817
0.744749,0.774548,351.817
0.744949,0.774691,351.816
0.745149,0.774835,351.816
0.745349,0.774978,351.815
0.745549,0.775122,351.814
0.745749,0.775266,351.814
0.745949,0.775409,351.813
0.746149,0.775553,351.813
0.746349,0.775697,351.812
0.746549,0.775841,351.811
0.746749,0.775985,351.811
0.746949,0.776129,351.81
0.747149,0.776273,351.809
0.74735,0.776418,351.809
0.747549,0.776562,351.808
0.74775,0.776706,351.808
0.74795,0.776851,351.807
0.74815,0.776995,351.806
0.74835,0.77714,351.806
0.74855,0.777285,351.805
0.74875,0.777429,351.805
0.74895,0.777574,351.804
0.74915,0.777719,351.803
0.74935,0.777864,351.803
0.74955,0.778009,351.802
0.74975,0.778154,351.802
0.74995,0.778299,351.801
0.75015,0.778444,351.8
0.75035,0.778589,351.8
0.75055,0.778735,351.799
0.75075,0.77888,351.799
0.75095,0.779025,351.798
0.75115,0.779171,351.797
0.75135,0.779316,351.797
0.75155,0.779462,351.796
0.75175,0.779608,351.796
0.75195,0.779753,351.795
0.75215,0.779899,351.794
0.752351,0.780045,351.794
0.75255,0.780191,351.793
0.752751,0.780337,351.793
0.752951,0.780483,351.792
0.753151,0.780629,351.791
0.753351,0.780775,351.791
0.753551,0.780922,351.79
0.753751,0.781068,351.79
0.753951,0.781214,351.789
0.754151,0.781361,351.788
0.754351,0.781507,351.788
0.754551,0.781654,351.787
0.754751,0.781801,351.787
0.754951,0.781947,351.786
0.755151,0.782094,351.785
0.755351,0.782241,351.785
0.755551,0.782388,351.784
0.755751,0.782535,351.784
0.755951,0.782682,351.783
0.756151,0.782829,351.782
0.756351,0.782976,351.782
0.756551,0.783123,351.781
0.756751,0.783271,351.781
0.756951,0.783418,351.78
0.757151,0.783566,351.78
0.757352,0.783713,351.779
0.757551,0.783861,351.778
0.757752,0.784008,351.778
0.757952,0.784156,351.777
0.758152,0.784304,351.777
0.758352,0.784452,351.776
0.758552,0.784599,351.776
0.758752,0.784747,351.775
0.758952,0.784895,351.774
0.759152,0.785043,351.774
0.759352,0.785192,351.773
0.759552,0.78534,351.773
0.759752,0.785488,351.772
0.759952,0.785636,351.771
0.760152,0.785785,351.771
0.760352,0.785933,351.77
0.760552,0.786082,351.77
0.760752,0.786231,351.769
0.760952,0.786379,351.769
0.761152,0.786528,351.768
0.761352,0.786677,351.767
0.761552,0.786826,351.767
0.761752,0.786975,351.766
0.761952,0.787124,351.766
0.762152,0.787273,351.765
0.762353,0.787422,351.765
0.762552,0.787571,351.764
0.762753,0.78772,351.764
0.762953,0.78787,351.763
0.763153,0.788019,351.762
0.763353,0.788168,351.762
0.763553,0.788318,351.761
0.763753,0.788468,351.761
0.763953,0.788617,351.76
0.764153,0.788767,351.76
0.764353,0.788917,351.759
0.764553,0.789066,351.758
0.764753,0.789216,351.758
0.764953,0.789366,351.757
0.765153,0.789516,351.757
0.765353,0.789666,351.756
0.765553,0.789817,351.756
0.765753,0.789967,351.755
0.765953,0.790117,351.755
0.766153,0.790268,351.754
0.766353,0.790418,351.753
0.766553,0.790568,351.753
0.766753,0.790719,351.752
0.766953,0.790869,351.752
0.767153,0.79102,351.751
0.767353,0.791171,351.751
0.767554,0.791322,351.75
0.767754,0.791473,351.75
0.767954,0.791623,351.749
0.768154,0.791775,351.749
0.768354,0.791926,351.748
0.768554,0.792077,351.747
0.768754,0.792228,351.747
0.768954,0.792379,351.746
0.769154,0.79253,351.746
0.769354,0.792682,351.745
0.769554,0.792833,351.745
0.769754,0.792985,351.744
0.769954,0.793136,351.744
0.770154,0.793288,351.743
0.770354,0.79344,351.743
0.770554,0.793591,351.742
0.770754,0.793743,351.741
0.770954,0.793895,351.741
0.771154,0.794047,351.74
0.771354,0.794199,351.74
0.771554,0.794351,351.739
0.771754,0.794504,351.739
0.771954,0.794656,351.738
0.772154,0.794808,351.738
0.772354,0.79496,351.737
0.772555,0.795113,351.737
0.772755,0.795265,351.736
0.772955,0.795418,351.736
0.773155,0.79557,351.735
0.773355,0.795723,351.734
0.773555,0.795876,351.734
0.773755,0.796029,351.733
0.773955,0.796181,351.733
0.774155,0.796334,351.732
0.774355,0.796487,351.732
0.774555,0.79664,351.731
0.774755,0.796794,351.731
0.774955,0.796947,351.73
0.775155,0.7971,351.73
0.775355,0.797253,351.729
0.775555,0.797407,351.729
0.775755,0.79756,351.728
0.775955,0.797714,351.728
0.776155,0.797867,351.727
0.776355,0.798021,351.727
0.776555,0.798175,351.726
0.776755,0.798328,351.725
0.776955,0.798482,351.725
0.777155,0.798636,351.724
0.777355,0.79879,351.724
0.777556,0.798944,351.723
0.777756,0.799098,351.723
0.777956,0.799252,351.722
0.778156,0.799406,351.722
0.778356,0.79956,351.721
0.778556,0.799715,351.721
0.778756,0.799869,351.72
0.778956,0.800024,351.72
0.779156,0.800178,351.719
0.779356,0.800333,351.719
0.779556,0.800488,351.718
0.779756,0.800642,351.718
0.779956,0.800797,351.717
0.780156,0.800952,351.717
0.780356,0.801107,351.716
0.780556,0.801262,351.716
0.780756,0.801417,351.715
0.780956,0.801572,351.715
0.781156,0.801727,351.714
0.781356,0.801882,351.714
0.781556,0.802037,351.713
0.781756,0.802193,351.713
0.781956,0.802348,351.712
0.782156,0.802504,351.712
0.782357,0.802659,351.711
0.782556,0.802815,351.711
0.782757,0.80297,351.71
0.782957,0.803126,351.71
0.783157,0.803282,351.709
0.783357,0.803438,351.709
0.783557,0.803594,351.708
0.783757,0.80375,351.708
0.783957,0.803906,351.707
0.784157,0.804062,351.707
0.784357,0.804218,351.706
0.784557,0.804374,351.706
0.784757,0.804531,351.705
0.784957,0.804687,351.705
0.785157,0.804843,351.704
0.785357,0.805,351.704
0.785557,0.805156,351.703
0.785757,0.805313,351.703
0.785957,0.80547,351.702
0.786157,0.805626,351.702
0.786357,0.805783,351.701
0.786557,0.80594,351.701
0.786757,0.806097,351.7
0.786957,0.806254,351.7
0.787157,0.806411,351.699
0.787358,0.806568,351.699
0.787557,0.806725,351.698
0.787758,0.806882,351.698
0.787958,0.80704,351.697
0.788158,0.807197,351.697
0.788358,0.807354,351.696
0.788558,0.807512,351.696
0.788758,0.80767,351.695
0.788958,0.807827,351.695
0.789158,0.807985,351.694
0.789358,0.808142,351.694
0.789558,0.8083,351.693
0.789758,0.808458,351.693
0.789958,0.808616,351.692
0.790158,0.808774,351.692
0.790358,0.808932,351.691
0.790558,0.80909,351.691
0.790758,0.809248,351.69
0.790958,0.809407,351.69
0.791158,0.809565,351.689
0.791358,0.809723,351.689
0.791558,0.809882,351.689
0.791758,0.81004,351.688
0.791958,0.810199,351.688
0.792158,0.810357,351.687
0.792359,0.810516,351.687
0.792558,0.810675,351.686
0.792759,0.810834,351.686
0.792959,0.810992,351.685
0.793159,0.811151,351.685
0.793359,0.81131,351.684
0.793559,0.811469,351.684
0.793759,0.811628,351.683
0.793959,0.811787,351.683
0.794159,0.811947,351.682
0.794359,0.812106,351.682
0.794559,0.812265,351.681
0.794759,0.812425,351.681
0.794959,0.812584,351.68
0.795159,0.812744,351.68
0.795359,0.812903,351.68
0.795559,0.813063,351.679
0.795759,0.813223,351.679
0.795959,0.813383,351.678
0.796159,0.813542,351.678
0.796359,0.813702,351.677
0.796559,0.813862,351.677
0.796759,0.814022,351.676
0.796959,0.814183,351.676
0.797159,0.814343,351.675
0.79736,0.814503,351.675
0.797559,0.814663,351.674
0.79776,0.814823,351.674
0.79796,0.814984,351.674
0.79816,0.815144,351.673
0.79836,0.815305,351.673
0.79856,0.815465,351.672
0.79876,0.815626,351.672
0.79896,0.815787,351.671
0.79916,0.815947,351.671
0.79936,0.816108,351.67
0.79956,0.816269,351.67
0.79976,0.81643,351.669
0.79996,0.816591,351.669
0.80016,0.816752,351.669
0.80036,0.816913,351.668
0.80056,0.817075,351.668
0.80076,0.817236,351.667
0.80096,0.817397,351.667
0.80116,0.817559,351.666
0.80136,0.81772,351.666
0.80156,0.817882,351.665
0.80176,0.818043,351.665
0.80196,0.818205,351.664
0.80216,0.818366,351.664
0.80236,0.818528,351.664
0.802561,0.81869,351.663
0.802761,0.818852,351.663
0.802961,0.819014,351.662
0.803161,0.819176,351.662
0.803361,0.819338,351.661
0.803561,0.8195,351.661
0.803761,0.819662,351.66
0.803961,0.819824,351.66
0.804161,0.819987,351.66
0.804361,0.820149,351.659
0.804561,0.820311,351.659
0.804761,0.820474,351.658
0.804961,0.820636,351.658
0.805161,0.820799,351.657
0.805361,0.820962,351.657
0.805561,0.821124,351.656
0.805761,0.821287,351.656
0.805961,0.82145,351.656
0.806161,0.821613,351.655
0.806361,0.821776,351.655
0.806561,0.821939,351.654
0.806761,0.822102,351.654
0.806961,0.822265,351.653
0.807161,0.822428,351.653
0.807361,0.822592,351.653
0.807562,0.822755,351.652
0.807762,0.822918,351.652
0.807962,0.823082,351.651
0.808162,0.823245,351.651
0.808362,0.823409,351.65
0.808562,0.823573,351.65
0.808762,0.823736,351.65
0.808962,0.8239,351.649
0.809162,0.824064,351.649
0.809362,0.824228,351.648
0.809562,0.824391,351.648
0.809762,0.824556,351.647
0.809962,0.824719,351.647
0.810162,0.824884,351.647
0.810362,0.825048,351.646
0.810562,0.825212,351.646
0.810762,0.825376,351.645
0.810962,0.825541,351.645
0.811162,0.825705,351.644
0.811362,0.82587,351.644
0.811562,0.826034,351.644
0.811762,0.826199,351.643
0.811962,0.826363,351.643
0.812162,0.826528,351.642
0.812362,0.826693,351.642
0.812563,0.826858,351.642
0.812763,0.827022,351.641
0.812963,0.827187,351.641
0.813163,0.827352,351.64
0.813363,0.827517,351.64
0.813563,0.827682,351.639
0.813763,0.827848,351.639
0.813963,0.828013,351.639
0.814163,0.828178,351.638
0.814363,0.828344,351.638
0.814563,0.828509,351.637
0.814763,0.828674,351.637
0.814963,0.82884,351.637
0.815163,0.829006,351.636
0.815363,0.829171,351.636
0.815563,0.829337,351.635
0.815763,0.829503,351.635
0.815963,0.829669,351.635
0.816163,0.829834,351.634
0.816363,0.83,351.634
0.816563,0.830166,351.633
0.816763,0.830332,351.633
0.816963,0.830499,351.633
0.817163,0.830665,351.632
0.817364,0.830831,351.632
0.817563,0.830997,351.631
0.817764,0.831164,351.631
0.817964,0.83133,351.63
0.818164,0.831496,351.63
0.818364,0.831663,351.63
0.818564,0.83183,351.629
0.818764,0.831996,351.629
0.818964,0.832163,351.628
0.819164,0.83233,351.628
0.819364,0.832497,351.628
0.819564,0.832663,351.627
0.819764,0.83283,351.627
0.819964,0.832997,351.626
0.820164,0.833165,351.626
0.820364,0.833332,351.626
0.820564,0.833499,351.625
0.820764,0.833666,351.625
0.820964,0.833833,351.625
0.821164,0.834001,351.624
0.821364,0.834168,351.624
0.821564,0.834336,351.623
0.821764,0.834503,351.623
0.821964,0.834671,351.623
0.822164,0.834838,351.622
0.822365,0.835006,351.622
0.822564,0.835174,351.621
0.822765,0.835342,351.621
0.822965,0.835509,351.621
0.823165,0.835677,351.62
0.823365,0.835845,351.62
0.823565,0.836013,351.619
0.823765,0.836181,351.619
0.823965,0.83635,351.619
0.824165,0.836518,351.618
0.824365,0.836686,351.618
0.824565,0.836854,351.618
0.824765,0.837023,351.617
0.824965,0.837191,351.617
0.825165,0.83736,351.616
0.825365,0.837528,351.616
0.825565,0.837697,351.616
0.825765,0.837865,351.615
0.825965,0.838034,351.615
0.826165,0.838203,351.614
0.826365,0.838372,351.614
0.826565,0.838541,351.614
0.826765,0.83871,351.613
0.826965,0.838879,351.613
0.827165,0.839048,351.613
0.827366,0.839217,351.612
0.827565,0.839386,351.612
0.827766,0.839555,351.611
0.827966,0.839725,351.611
0.828166,0.839894,351.611
0.828366,0.840064,351.61
0.828566,0.840233,351.61
0.828766,0.840402,351.61
0.828966,0.840572,351.609
0.829166,0.840742,351.609
0.829366,0.840911,351.608
0.829566,0.841081,351.608
0.829766,0.841251,351.608
0.829966,0.841421,351.607
0.830166,0.841591,351.607
0.830366,0.841761,351.607
0.830566,0.841931,351.606
0.830766,0.842101,351.606
0.830966,0.842271,351.605
0.831166,0.842441,351.605
0.831366,0.842611,351.605
0.831566,0.842782,351.604
0.831766,0.842952,351.604
0.831966,0.843123,351.604
0.832166,0.843293,351.603
0.832367,0.843464,351.603
0.832566,0.843634,351.603
0.832767,0.843805,351.602
0.832967,0.843976,351.602
0.833167,0.844146,351.601
0.833367,0.844317,351.601
0.833567,0.844488,351.601
0.833767,0.844659,351.6
0.833967,0.84483,351.6
0.834167,0.845001,351.6
0.834367,0.845172,351.599
0.834567,0.845343,351.599
0.834767,0.845514,351.599
0.834967,0.845686,351.598
0.835167,0.845857,351.598
0.835367,0.846028,351.598
0.835567,0.8462,351.597
0.835767,0.846371,351.597
0.835967,0.846543,351.596
0.836167,0.846714,351.596
0.836367,0.846886,351.596
0.836567,0.847058,351.595
0.836767,0.84723,351.595
0.836967,0.847401,351.595
0.837167,0.847573,351.594
0.837367,0.847745,351.594
0.837568,0.847917,351.594
0.837768,0.848089,351.593
0.837968,0.848261,351.593
0.838168,0.848433,351.593
0.838368,0.848606,351.592
0.838568,0.848778,351.592
0.838768,0.84895,351.592
0.838968,0.849123,351.591
0.839168,0.849295,351.591
0.839368,0.849468,351.591
0.839568,0.84964,351.59
0.839768,0.849813,351.59
0.839968,0.849985,351.59
0.840168,0.850158,351.589
0.840368,0.850331,351.589
0.840568,0.850503,351.588
0.840768,0.850676,351.588
0.840968,0.850849,351.588
0.841168,0.851022,351.587
0.841368,0.851195,351.587
0.841568,0.851368,351.587
0.841768,0.851541,351.586
0.841968,0.851715,351.586
0.842168,0.851888,351.586
0.842368,0.852061,351.585
0.842569,0.852234,351.585
0.842769,0.852408,351.585
0.842969,0.852581,351.584
0.843169,0.852755,351.584
0.843369,0.852928,351.584
0.843569,0.853102,351.583
0.843769,0.853276,351.583
0.843969,0.853449,351.583
0.844169,0.853623,351.582
0.844369,0.853797,351.582
0.844569,0.853971,351.582
0.844769,0.854145,351.581
0.844969,0.854319,351.581
0.845169,0.854493,351.581
0.845369,0.854667,351.58
0.845569,0.854841,351.58
0.845769,0.855015,351.58
0.845969,0.855189,351.579
0.846169,0.855364,351.579
0.846369,0.855538,351.579
0.846569,0.855712,351.578
0.846769,0.855887,351.578
0.846969,0.856061,351.578
0.847169,0.856236,351.577
0.847369,0.856411,351.577
0.84757,0.856585,351.577
0.84777,0.85676,351.576
0.84797,0.856935,351.576
0.84817,0.85711,351.576
0.84837,0.857284,351.575
0.84857,0.857459,351.575
0.84877,0.857634,351.575
0.84897,0.857809,351.575
0.84917,0.857984,351.574
0.84937,0.85816,351.574
0.84957,0.858335,351.574
0.84977,0.85851,351.573
0.84997,0.858685,351.573
0.85017,0.858861,351.573
0.85037,0.859036,351.572
0.85057,0.859212,351.572
0.85077,0.859387,351.572
0.85097,0.859563,351.571
0.85117,0.859738,351.571
0.85137,0.859914,351.571
0.85157,0.86009,351.57
0.85177,0.860265,351.57
0.85197,0.860441,351.57
0.85217,0.860617,351.569
0.852371,0.860793,351.569
0.85257,0.860969,351.569
0.852771,0.861145,351.569
0.852971,0.861321,351.568
0.853171,0.861497,351.568
0.853371,0.861673,351.568
0.853571,0.861849,351.567
0.853771,0.862026,351.567
0.853971,0.862202,351.567
0.854171,0.862378,351.566
0.854371,0.862555,351.566
0.854571,0.862731,351.566
0.854771,0.862908,351.565
0.854971,0.863084,351.565
0.855171,0.863261,351.565
0.855371,0.863438,351.564
0.855571,0.863615,351.564
0.855771,0.863791,351.564
0.855971,0.863968,351.564
0.856171,0.864145,351.563
0.856371,0.864322,351.563
0.856571,0.864499,351.563
0.856771,0.864676,351.562
0.856971,0.864853,351.562
0.857171,0.86503,351.562
0.857372,0.865207,351.561
0.857571,0.865385,351.561
0.857772,0.865562,351.561
0.857972,0.865739,351.561
0.858172,0.865917,351.56
0.858372,0.866094,351.56
0.858572,0.866272,351.56
0.858772,0.866449,351.559
0.858972,0.866627,351.559
0.859172,0.866804,351.559
0.859372,0.866982,351.558
0.859572,0.86716,351.558
0.859772,0.867338,351.558
0.859972,0.867516,351.558
0.860172,0.867693,351.557
0.860372,0.867871,351.557
0.860572,0.868049,351.557
0.860772,0.868227,351.556
0.860972,0.868405,351.556
0.861172,0.868584,351.556
0.861372,0.868762,351.555
0.861572,0.86894,351.555
0.861772,0.869118,351.555
0.861972,0.869296,351.555
0.862172,0.869475,351.554
0.862373,0.869653,351.554
0.862572,0.869832,351.554
0.862773,0.87001,351.553
0.862973,0.870189,351.553
0.863173,0.870368,351.553
0.863373,0.870546,351.553
0.863573,0.870725,351.552
0.863773,0.870904,351.552
0.863973,0.871082,351.552
0.864173,0.871261,351.551
0.864373,0.87144,351.551
0.864573,0.871619,351.551
0.864773,0.871798,351.551
0.864973,0.871977,351.55
0.865173,0.872156,351.55
0.865373,0.872335,351.55
0.865573,0.872515,351.549
0.865773,0.872694,351.549
0.865973,0.872873,351.549
0.866173,0.873053,351.549
0.866373,0.873232,351.548
0.866573,0.873411,351.548
0.866773,0.873591,351.548
0.866973,0.87377,351.547
0.867173,0.87395,351.547
0.867374,0.87413,351.547
0.867573,0.874309,351.547
0.867774,0.874489,351.546
0.867974,0.874669,351.546
0.868174,0.874849,351.546
0.868374,0.875028,351.546
0.868574,0.875208,351.545
0.868774,0.875388,351.545
0.868974,0.875568,351.545
0.869174,0.875748,351.544
0.869374,0.875929,351.544
0.869574,0.876109,351.544
0.869774,0.876289,351.544
0.869974,0.876469,351.543
0.870174,0.876649,351.543
0.870374,0.87683,351.543
0.870574,0.87701,351.542
0.870774,0.877191,351.542
0.870974,0.877371,351.542
0.871174,0.877551,351.542
0.871374,0.877732,351.541
0.871574,0.877913,351.541
0.871774,0.878093,351.541
0.871974,0.878274,351.541
0.872174,0.878455,351.54
0.872374,0.878636,351.54
0.872575,0.878816,351.54
0.872775,0.878997,351.539
0.872975,0.879178,351.539
0.873175,0.879359,351.539
0.873375,0.87954,351.539
0.873575,0.879721,351.538
0.873775,0.879902,351.538
0.873975,0.880084,351.538
0.874175,0.880265,351.538
0.874375,0.880446,351.537
0.874575,0.880627,351.537
0.874775,0.880809,351.537
0.874975,0.88099,351.537
0.875175,0.881172,351.536
0.875375,0.881353,351.536
0.875575,0.881535,351.536
0.875775,0.881716,351.536
0.875975,0.881898,351.535
0.876175,0.882079,351.535
0.876375,0.882261,351.535
0.876575,0.882443,351.534
0.876775,0.882625,351.534
0.876975,0.882806,351.534
0.877175,0.882988,351.534
0.877375,0.88317,351.533
0.877576,0.883352,351.533
0.877776,0.883534,351.533
0.877976,0.883716,351.533
0.878176,0.883898,351.532
0.878376,0.884081,351.532
0.878576,0.884263,351.532
0.878776,0.884445,351.532
0.878976,0.884627,351.531
0.879176,0.88481,351.531
0.879376,0.884992,351.531
0.879576,0.885174,351.531
0.879776,0.885357,351.53
0.879976,0.885539,351.53
0.880176,0.885722,351.53
0.880376,0.885904,351.53
0.880576,0.886087,351.529
0.880776,0.88627,351.529
0.880976,0.886452,351.529
0.881176,0.886635,351.529
0.881376,0.886818,351.528
0.881576,0.887001,351.528
0.881776,0.887184,351.528
0.881976,0.887367,351.528
0.882176,0.88755,351.527
0.882376,0.887733,351.527
0.882577,0.887916,351.527
0.882777,0.888099,351.527
0.882977,0.888282,351.526
0.883177,0.888465,351.526
0.883377,0.888648,351.526
0.883577,0.888832,351.526
0.883777,0.889015,351.525
0.883977,0.889198,351.525
0.884177,0.889382,351.525
0.884377,0.889565,351.525
0.884577,0.889749,351.524
0.884777,0.889932,351.524
0.884977,0.890116,351.524
0.885177,0.890299,351.524
0.885377,0.890483,351.523
0.885577,0.890667,351.523
0.885777,0.89085,351.523
0.885977,0.891034,351.523
0.886177,0.891218,351.522
0.886377,0.891402,351.522
0.886577,0.891586,351.522
0.886777,0.89177,351.522
0.886977,0.891954,351.521
0.887177,0.892138,351.521
0.887378,0.892322,351.521
0.887577,0.892506,351.521
0.887778,0.89269,351.52
0.887978,0.892874,351.52
0.888178,0.893058,351.52
0.888378,0.893243,351.52
0.888578,0.893427,351.52
0.888778,0.893611,351.519
0.888978,0.893796,351.519
0.889178,0.89398,351.519
0.889378,0.894165,351.519
0.889578,0.894349,351.518
0.889778,0.894534,351.518
0.889978,0.894718,351.518
0.890178,0.894903,351.518
0.890378,0.895088,351.517
0.890578,0.895272,351.517
0.890778,0.895457,351.517
0.890978,0.895642,351.517
0.891178,0.895827,351.516
0.891378,0.896012,351.516
0.891578,0.896196,351.516
0.891778,0.896381,351.516
0.891978,0.896567,351.516
0.892178,0.896752,351.515
0.892379,0.896937,351.515
0.892578,0.897122,351.515
0.892779,0.897307,351.515
0.892979,0.897492,351.514
0.893179,0.897677,351.514
0.893379,0.897862,351.514
0.893579,0.898048,351.514
0.893779,0.898233,351.513
0.893979,0.898419,351.513
0.894179,0.898604,351.513
0.894379,0.89879,351.513
0.894579,0.898975,351.513
0.894779,0.899161,351.512
0.894979,0.899346,351.512
0.895179,0.899532,351.512
0.895379,0.899717,351.512
0.895579,0.899903,351.511
0.895779,0.900089,351.511
0.895979,0.900275,351.511
0.896179,0.90046,351.511
0.896379,0.900646,351.51
0.896579,0.900832,351.51
0.896779,0.901018,351.51
0.896979,0.901204,351.51
0.897179,0.90139,351.51
0.89738,0.901576,351.509
0.897579,0.901762,351.509
0.89778,0.901948,351.509
0.89798,0.902134,351.509
0.89818,0.902321,351.508
0.89838,0.902507,351.508
0.89858,0.902693,351.508
0.89878,0.902879,351.508
0.89898,0.903066,351.508
0.89918,0.903252,351.507
0.89938,0.903438,351.507
0.89958,0.903625,351.507
0.89978,0.903811,351.507
0.89998,0.903998,351.506
0.90018,0.904184,351.506
0.90038,0.904371,351.506
0.90058,0.904558,351.506
0.90078,0.904744,351.506
0.90098,0.904931,351.505
0.90118,0.905118,351.505
0.90138,0.905304,351.505
0.90158,0.905491,351.505
0.90178,0.905678,351.505
0.90198,0.905865,351.504
0.90218,0.906052,351.504
0.902381,0.906239,351.504
0.90258,0.906426,351.504
0.902781,0.906613,351.503
0.902981,0.9068,351.503
0.903181,0.906987,351.503
0.903381,0.907174,351.503
0.903581,0.907361,351.503
0.903781,0.907548,351.502
0.903981,0.907736,351.502
0.904181,0.907923,351.502
0.904381,0.90811,351.502
0.904581,0.908298,351.502
0.904781,0.908485,351.501
0.904981,0.908673,351.501
0.905181,0.90886,351.501
0.905381,0.909047,351.501
0.905581,0.909235,351.5
0.905781,0.909423,351.5
0.905981,0.90961,351.5
0.906181,0.909798,351.5
0.906381,0.909985,351.5
